"","ID","CHR","MAPINFO","Strand","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","UCSC_CpG_Islands_Name","Relation_to_UCSC_CpG_Island","GencodeBasicV12_NAME","GencodeBasicV12_Accession","GencodeBasicV12_Group","GencodeCompV12_NAME","GencodeCompV12_Accession","GencodeCompV12_Group","DNase_Hypersensitivity_NAME","DNase_Hypersensitivity_Evidence_Count","OpenChromatin_NAME","OpenChromatin_Evidence_Count","TFBS_NAME","TFBS_Evidence_Count","Phantom4_Enhancers","Phantom5_Enhancers","custom_Name","custom_Accession","custom_Group"
"9671","cg04808506","2",63282211,"R","OTX1","NM_014562","Body","chr2:63282514-63283122","N_Shore","","","","OTX1","ENST00000405984.4","3'UTR","chr2:63281680-63283510",3,"",NA,"",NA,"","","OTX1","NM_014562","Body"
"9672","cg24838525","14",101301274,"F","MEG3","NR_046473","Body","","","MEG3","ENST00000398461.1","1stExon","MEG3","ENST00000398461.1","1stExon","chr14:101300785-101301335",3,"",NA,"",NA,"","","MEG3","NR_046473","Body"
"9673","cg25513499","7",78972728,"R","MAGI2","NM_001301128","Body","","","U6","ENST00000391180.1","TSS200","U6","ENST00000391180.1","TSS200","",NA,"",NA,"",NA,"","","MAGI2","NM_001301128","Body"
"9674","cg19813025","5",5139643,"F","ADAMTS16","NM_139056","TSS1500","chr5:5139441-5140941","Island","CTD-2297D10.2","ENST00000512155.1","3'UTR","CTD-2297D10.2","ENST00000512155.1","3'UTR","chr5:5139365-5140395",3,"",NA,"",NA,"","","ADAMTS16","NM_139056","TSS1500"
"9675","cg03030994","11",2562310,"F","KCNQ1","NM_000218","Body","","","","","","","","","",NA,"",NA,"",NA,"","","KCNQ1","NM_000218","Body"
"9676","cg20590109","11",3128944,"F","OSBPL5","NM_020896","Body","","","OSBPL5","ENST00000357352.4","5'UTR","OSBPL5","ENST00000534491.1","3'UTR","",NA,"chr11:3122506-3129983",6,"",NA,"","","OSBPL5","NM_020896","Body"
"9677","cg27001184","7",94286267,"F","SGCE","NM_001099401","TSS1500","chr7:94284858-94286527","Island","SGCE","ENST00000428696.2","TSS1500","SGCE","ENST00000428696.2","TSS1500","chr7:94286080-94286610",3,"",NA,"",NA,"","","SGCE","NM_001099401","TSS1500"
"9678","cg00733315","6",11791912,"F","","","","","","","","","ADTRP","ENST00000379415.2","5'UTR","chr6:11791640-11791990",3,"",NA,"",NA,"","","ADTRP","ENST00000379415.2","5'UTR"
"9679","cg19950608","9",72198842,"F","APBA1","NM_001163","5'UTR","","","APBA1","ENST00000265381.3","5'UTR","APBA1","ENST00000265381.3","5'UTR","chr9:72198700-72199030",3,"",NA,"",NA,"","","APBA1","NM_001163","5'UTR"
"9680","cg20025028","9",4299245,"R","GLIS3","NM_001042413","5'UTR","chr9:4297817-4300182","Island","RP11-358M14.2","ENST00000440674.1","TSS200","GLIS3","ENST00000481827.1","TSS1500","chr9:4297765-4299895",3,"",NA,"",NA,"","","GLIS3","NM_001042413","5'UTR"
"9681","cg08066129","21",38077258,"F","SIM2","NM_009586","Body","chr21:38076762-38077685","Island","SIM2","ENST00000460783.1","5'UTR","SIM2","ENST00000460783.1","5'UTR","chr21:38076425-38079075",3,"",NA,"",NA,"","","SIM2","NM_009586","Body"
"9682","cg18749153","7",42276810,"R","GLI3","NM_000168","TSS200","chr7:42276003-42277850","Island","GLI3","ENST00000395925.3","TSS200","GLI3","ENST00000395925.3","TSS200","chr7:42276765-42277815",3,"",NA,"",NA,"high-CpG:42243318-42243670","","GLI3","NM_000168","TSS200"
"9683","cg11853350","9",72043637,"F","APBA1","NM_001163","3'UTR","","","RP11-548B3.3","ENST00000457328.1","TSS200","RP11-548B3.3","ENST00000457328.1","TSS200","",NA,"",NA,"chr9:72043304-72043649",4,"","","APBA1","NM_001163","3'UTR"
"9684","cg13565670","12",133077311,"F","FBRSL1","NM_001142641","Body","chr12:133073397-133073632","S_Shelf","","","","","","","chr12:133077100-133077475",3,"",NA,"",NA,"","","FBRSL1","NM_001142641","Body"
"9685","cg06038495","15",25661725,"F","UBE3A","NM_000462","5'UTR","","","UBE3A","ENST00000566215.1","5'UTR","UBE3A","ENST00000566215.1","5'UTR","",NA,"",NA,"chr15:25661318-25662534",4,"","","UBE3A","NM_000462","5'UTR"
"9686","cg07414832","7",78927045,"F","MAGI2","NM_001301128","Body","","","","","","","","","",NA,"",NA,"chr7:78926716-78928281",6,"","","MAGI2","NM_001301128","Body"
"9687","cg01955779","2",80532225,"F","LRRTM1","NM_178839","TSS1500","chr2:80531367-80531719","S_Shore","LRRTM1","ENST00000409148.1","TSS1500","LRRTM1","ENST00000409148.1","TSS1500","chr2:80532185-80532695",3,"",NA,"",NA,"","","LRRTM1","NM_178839","TSS1500"
"9688","cg26575914","1",228397977,"F","OBSCN","NM_001098623","5'UTR","chr1:228399471-228402037","N_Shore","OBSCN","ENST00000284548.11","5'UTR","OBSCN","ENST00000284548.11","5'UTR","chr1:228397705-228398175",3,"",NA,"",NA,"","","OBSCN","NM_001098623","5'UTR"
"9689","cg23921777","4",1366597,"F","KIAA1530","NM_020894","Body","chr4:1366462-1366688","Island","KIAA1530","ENST00000296312.5","5'UTR","KIAA1530","ENST00000296312.5","5'UTR","",NA,"chr4:1366212-1366883",6,"",NA,"","","KIAA1530","NM_020894","Body"
"9690","cg11474811","11",2443869,"F","TRPM5","NM_014555","Body","chr11:2442070-2442402","S_Shore","","","","","","","",NA,"chr11:2440798-2450985",6,"",NA,"","","TRPM5","NM_014555","Body"
"9691","cg17354368","15",25979981,"R","ATP10A","NM_024490","Body","chr15:25981176-25981392","N_Shore","","","","","","","chr15:25979805-25980215",3,"",NA,"",NA,"","","ATP10A","NM_024490","Body"
"9692","cg05506829","13",47472349,"F","HTR2A","NM_001165947","TSS1500","","","HTR2A","ENST00000542664.1","TSS1500","HTR2A","ENST00000542664.1","TSS1500","",NA,"",NA,"",NA,"","","HTR2A","NM_001165947","TSS1500"
"9693","cg22480875","12",77417567,"F","E2F7","NM_203394","3'UTR","","","E2F7","ENST00000339887.6","3'UTR","E2F7","ENST00000339887.6","3'UTR","",NA,"",NA,"",NA,"","","E2F7","NM_203394","3'UTR"
"9694","cg18064171","12",47219956,"R","SLC38A4","NM_001143824","TSS200","","","SLC38A4","ENST00000395426.3","TSS200","SLC38A4","ENST00000395426.3","TSS200","",NA,"chr12:47219296-47220165",6,"chr12:47219313-47220131",6,"","","SLC38A4","NM_001143824","TSS200"
"9695","cg00940140","20",57480494,"F","GNAS","NM_001077488","Body","","","GNAS","ENST00000313949.7","3'UTR","GNAS","ENST00000476196.1","5'UTR","chr20:57480380-57480590",3,"",NA,"",NA,"low-CpG:56913889-56913890","","GNAS","NM_001077488","Body"
"9696","cg26590799","15",26915257,"R","GABRB3","NM_000814","Body","chr15:26915189-26915753","Island","GABRB3","ENST00000545868.1","5'UTR","GABRB3","ENST00000545868.1","5'UTR","chr15:26915145-26915695",3,"",NA,"",NA,"","","GABRB3","NM_000814","Body"
"9697","cg16054651","14",70409921,"R","SMOC1","NM_001034852","Body","","","SMOC1","ENST00000555917.1","5'UTR","SMOC1","ENST00000555917.1","5'UTR","chr14:70409685-70410090",3,"",NA,"",NA,"","","SMOC1","NM_001034852","Body"
"9698","cg14561530","1",3129958,"F","PRDM16","NM_022114","Body","","","","","","","","","",NA,"chr1:3127148-3130890",6,"",NA,"","","PRDM16","NM_022114","Body"
"9699","cg14277894","14",53345202,"R","FERMT2","NM_001134999","Body","","","","","","","","","",NA,"",NA,"chr14:53345202-53345592",3,"","","FERMT2","NM_001134999","Body"
"9700","cg01538522","20",57463974,"R","GNAS","NM_001077490","3'UTR","chr20:57463652-57467739","Island","RP1-309F20.3","ENST00000424434.1","TSS200","GNAS","ENST00000485673.1","TSS1500","chr20:57463785-57463995",3,"",NA,"",NA,"high-CpG:56897306-56897703","","GNAS","NM_001077490","3'UTR"
"9701","cg06271237","6",144263369,"F","PLAGL1","NM_001080952","Body","","","PLAGL1","ENST00000451709.2","5'UTR","PLAGL1","ENST00000451709.2","5'UTR","chr6:144263305-144263595",3,"",NA,"",NA,"","","PLAGL1","NM_001080952","Body"
"9702","cg09278089","15",26092373,"F","ATP10A","NM_024490","Body","","","ATP10A","ENST00000553577.1","3'UTR","ATP10A","ENST00000389967.4","3'UTR","chr15:26092260-26092535",3,"",NA,"",NA,"","","ATP10A","NM_024490","Body"
"9703","cg25281616","11",2020279,"R","H19","NR_002196","TSS1500","chr11:2019565-2019863","S_Shore","H19","ENST00000428066.1","3'UTR","H19","ENST00000428066.1","3'UTR","chr11:2020160-2020530",3,"",NA,"",NA,"","","H19","NR_002196","TSS1500"
"9704","cg00547480","10",103875961,"R","LDB1","NM_001113407","Body","chr10:103879633-103880628","N_Shelf","LDB1","ENST00000361198.5","TSS1500","LDB1","ENST00000361198.5","TSS1500","",NA,"",NA,"",NA,"","","LDB1","NM_001113407","Body"
"9705","cg08948989","7",94858666,"F","PPP1R9A","NM_001166160","Body","","","","","","","","","chr7:94858500-94858930",3,"",NA,"",NA,"","","PPP1R9A","NM_001166160","Body"
"9706","cg17525102","14",29236221,"R","FOXG1","NM_005249","TSS200","chr14:29236835-29237832","N_Shore","FOXG1","ENST00000382535.3","5'UTR","FOXG1","ENST00000382535.3","5'UTR","chr14:29232925-29236415",3,"",NA,"",NA,"","","FOXG1","NM_005249","TSS200"
"9707","cg19502841","7",150763816,"F","SLC4A2","NM_003040","Body","","","","","","","","","",NA,"chr7:150762203-150764145",6,"",NA,"","","SLC4A2","NM_003040","Body"
"9708","cg24841424","19",57657658,"F","ZIM3","NM_052882","TSS1500","","","ZIM3","ENST00000269834.1","TSS1500","ZIM3","ENST00000269834.1","TSS1500","",NA,"",NA,"",NA,"","","ZIM3","NM_052882","TSS1500"
"9709","cg22272492","11",2925996,"F","SLC22A18","NM_183233","Body","chr11:2923301-2923817","S_Shelf","SLC22A18AS","ENST00000455942.2","TSS1500","SLC22A18AS","ENST00000455942.2","TSS1500","",NA,"chr11:2922357-2926306",6,"chr11:2922427-2926310",6,"","","SLC22A18","NM_183233","Body"
"9710","cg16345171","18",35066382,"F","BRUNOL4","NM_001025088","Body","chr18:35065039-35065548","S_Shore","CELF4","ENST00000361683.4","5'UTR","CELF4","ENST00000361683.4","5'UTR","chr18:35066165-35066835",3,"",NA,"",NA,"","chr18:35066308-35066308","BRUNOL4","NM_001025088","Body"
"9711","cg23521444","6",144385917,"F","PLAGL1","NM_001080951","TSS200","chr6:144384894-144385888","S_Shore","PLAGL1","ENST00000437412.1","TSS200","PLAGL1","ENST00000437412.1","TSS200","chr6:144385445-144386275",3,"",NA,"",NA,"","","PLAGL1","NM_001080951","TSS200"
"9712","cg05838357","8",135708904,"F","ZFAT","NM_001167583","TSS200","","","ZFAT","ENST00000318135.7","TSS200","ZFAT","ENST00000318135.7","TSS200","chr8:135708725-135709075",3,"",NA,"",NA,"","","ZFAT","NM_001167583","TSS200"
"9713","cg11826663","15",25068754,"F","SNRPN","NM_022806","TSS200","","","SNRPN","ENST00000400098.1","TSS200","SNRPN","ENST00000400098.1","TSS200","chr15:25068625-25068890",3,"",NA,"",NA,"","","SNRPN","NM_022806","TSS200"
"9714","cg22077361","1",24195347,"R","FUCA1","NM_000147","TSS1500","chr1:24194254-24194990","S_Shore","FUCA1","ENST00000374475.3","TSS1500","FUCA1","ENST00000374475.3","TSS1500","chr1:24195225-24195655",3,"",NA,"",NA,"","","FUCA1","NM_000147","TSS1500"
"9715","cg08686879","5",131409634,"F","CSF2","NM_000758","1stExon","","","CSF2","ENST00000296871.2","1stExon","CSF2","ENST00000296871.2","1stExon","chr5:131408805-131410135",3,"",NA,"",NA,"","","CSF2","NM_000758","1stExon"
"9716","cg19938101","20",13201205,"R","ISM1","NM_080826","TSS1500","chr20:13200670-13202616","Island","ISM1","ENST00000262487.3","TSS1500","ISM1","ENST00000262487.3","TSS1500","chr20:13201165-13201435",3,"",NA,"",NA,"","","ISM1","NM_080826","TSS1500"
"9717","cg07786254","19",59085608,"F","MZF1","NM_003422","TSS1500","chr19:59086697-59087299","N_Shore","MZF1","ENST00000215057.1","TSS1500","AC016629.2","ENST00000479047.1","5'UTR","",NA,"",NA,"",NA,"","","MZF1","NM_003422","TSS1500"
"9718","cg13631605","6",160405572,"R","IGF2R","NM_000876","Body","","","","","","","","","",NA,"",NA,"chr6:160404036-160405898",6,"","","IGF2R","NM_000876","Body"
"9719","cg21802703","11",2445442,"R","TRPM5","NM_014555","TSS1500","chr11:2442070-2442402","S_Shelf","TRPM5","ENST00000533060.1","TSS1500","TRPM5","ENST00000533881.1","TSS1500","",NA,"chr11:2440798-2450985",6,"",NA,"","","TRPM5","NM_014555","TSS1500"
"9720","cg26020365","19",44932260,"R","ZNF229","NM_014518","3'UTR","","","ZNF229","ENST00000291187.3","3'UTR","ZNF229","ENST00000291187.3","3'UTR","",NA,"",NA,"",NA,"","","ZNF229","NM_014518","3'UTR"
"9721","cg23962536","6",106987660,"R","AIM1","NM_001624","Body","","","AIM1","ENST00000535438.1","TSS1500","AIM1","ENST00000535438.1","TSS1500","",NA,"",NA,"chr6:106984621-106989257",6,"","","AIM1","NM_001624","Body"
"9722","cg15370163","20",42187415,"F","SGK2","NM_170693","TSS1500","","","SGK2","ENST00000373092.3","TSS1500","SGK2","ENST00000373092.3","TSS1500","chr20:42187180-42187755",3,"",NA,"",NA,"","","SGK2","NM_170693","TSS1500"
"9723","cg26247525","8",140643434,"F","KCNK9","NM_016601","Body","","","","","","","","","chr8:140642505-140643470",3,"",NA,"",NA,"","","KCNK9","NM_016601","Body"
"9724","cg06269919","12",57597136,"F","LRP1","NM_002332","Body","chr12:57596968-57597309","Island","","","","LRP1","ENST00000556356.1","TSS1500","",NA,"chr12:57576572-57600697",6,"",NA,"","","LRP1","NM_002332","Body"
"9725","cg26829131","12",54393375,"R","HOXC9","NM_006897","TSS1500","chr12:54393374-54394648","Island","HOXC9","ENST00000508190.1","5'UTR","HOXC9","ENST00000508190.1","5'UTR","chr12:54393320-54394575",3,"",NA,"",NA,"","","HOXC9","NM_006897","TSS1500"
"9726","cg21433170","11",313408,"R","IFITM1","NM_003641","TSS1500","chr11:310728-311419","S_Shore","IFITM1","ENST00000408968.3","TSS1500","IFITM1","ENST00000408968.3","TSS1500","chr11:313325-313730",3,"",NA,"",NA,"","","IFITM1","NM_003641","TSS1500"
"9727","cg09852697","1",3616642,"R","TP73","NM_001126240","Body","","","TP73","ENST00000378290.4","5'UTR","TP73","ENST00000378290.4","5'UTR","chr1:3616465-3616795",3,"",NA,"",NA,"","","TP73","NM_001126240","Body"
"9728","cg00378508","7",78569113,"R","MAGI2","NM_001301128","Body","","","MAGI2-AS1","ENST00000428298.1","TSS200","MAGI2-AS1","ENST00000428298.1","TSS200","chr7:78569080-78569335",3,"",NA,"",NA,"","","MAGI2","NM_001301128","Body"
"9729","cg12840312","6",3849381,"F","FAM50B","NM_012135","TSS1500","chr6:3849271-3851048","Island","FAM50B","ENST00000380274.1","TSS1500","FAM50B","ENST00000380274.1","TSS1500","chr6:3848700-3849835",3,"",NA,"",NA,"","","FAM50B","NM_012135","TSS1500"
"9730","cg20715764","19",57702697,"F","ZNF264","NM_003417","TSS200","chr19:57702696-57703425","Island","ZNF264","ENST00000536056.1","TSS1500","ZNF264","ENST00000536056.1","TSS1500","",NA,"chr19:57702330-57703814",6,"chr19:57701737-57704337",6,"","","ZNF264","NM_003417","TSS200"
"9731","cg21243725","7",129958736,"R","CPA4","NM_001163446","Body","","","snoU13","ENST00000459210.1","TSS1500","snoU13","ENST00000459210.1","TSS1500","",NA,"",NA,"",NA,"","","CPA4","NM_001163446","Body"
"9732","cg27272533","14",101200900,"F","DLK1","NM_003836","Body","chr14:101200617-101200929","Island","","","","","","","chr14:101200345-101200915",3,"",NA,"",NA,"","","DLK1","NM_003836","Body"
"9733","cg05933904","16",1032266,"R","SOX8","NM_014587","1stExon","chr16:1029878-1035327","Island","RP11-161M6.2","ENST00000562570.1","TSS1500","RP11-161M6.2","ENST00000562570.1","TSS1500","chr16:1031840-1032935",3,"",NA,"",NA,"","","SOX8","NM_014587","1stExon"
"9734","cg20533711","10",135192061,"F","PAOX","NM_152911","TSS1500","chr10:135191594-135193307","Island","PAOX","ENST00000368542.2","TSS1500","PAOX","ENST00000368538.2","TSS1500","chr10:135191585-135192555",3,"",NA,"",NA,"","","PAOX","NM_152911","TSS1500"
"9735","cg18147147","1",3105326,"F","PRDM16","NM_022114","Body","chr1:3102540-3103352","S_Shore","","","","","","","",NA,"chr1:3100554-3111067",6,"",NA,"","","PRDM16","NM_022114","Body"
"9736","cg08776356","16",51186260,"R","SALL1","NM_002968","TSS1500","chr16:51183699-51188763","Island","SALL1","ENST00000541611.1","TSS1500","SALL1","ENST00000541611.1","TSS1500","chr16:51183725-51186475",3,"",NA,"",NA,"","","SALL1","NM_002968","TSS1500"
"9737","cg15524050","20",57478464,"R","GNAS","NM_016592","3'UTR","","","RP1-309F20.2","ENST00000423755.1","TSS1500","RP1-309F20.2","ENST00000423755.1","TSS1500","",NA,"",NA,"chr20:57462860-57479769",6,"","","GNAS","NM_016592","3'UTR"
"9738","cg22076614","1",3335858,"R","PRDM16","NM_022114","Body","chr1:3331986-3332227","S_Shelf","","","","","","","",NA,"chr1:3323276-3341771",6,"chr1:3335689-3337790",3,"","","PRDM16","NM_022114","Body"
"9739","cg18313094","19",57633694,"R","USP29","NM_020903","5'UTR","chr19:57630339-57630633","S_Shelf","USP29","ENST00000254181.3","ExonBnd","USP29","ENST00000254181.3","ExonBnd","",NA,"",NA,"",NA,"","","USP29","NM_020903","5'UTR"
"9740","cg07937239","4",1004525,"R","FGFRL1","NM_001004358","TSS1500","chr4:1003106-1005455","Island","FGFRL1","ENST00000512562.1","5'UTR","FGFRL1","ENST00000512562.1","5'UTR","chr4:1002900-1004795",3,"",NA,"",NA,"","","FGFRL1","NM_001004358","TSS1500"
"9741","cg24996433","7",150777871,"F","FASTK","NM_006712","1stExon","chr7:150777607-150780879","Island","FASTK","ENST00000489884.1","3'UTR","FASTK","ENST00000489884.1","3'UTR","chr7:150777820-150778075",3,"",NA,"",NA,"high-CpG:150408799-150408878","","FASTK","NM_006712","1stExon"
"9742","cg05487654","6",106991914,"F","AIM1","NM_001624","Body","","","AIM1","ENST00000487681.1","TSS1500","AIM1","ENST00000487681.1","TSS1500","",NA,"",NA,"",NA,"","","AIM1","NM_001624","Body"
"9743","cg07404485","7",94953653,"R","PON1","NM_000446","Body","chr7:94953769-94953971","N_Shore","","","","","","","chr7:94953645-94954050",3,"",NA,"",NA,"","","PON1","NM_000446","Body"
"9744","cg20664313","12",133071297,"R","FBRSL1","NM_001142641","Body","chr12:133073397-133073632","N_Shelf","","","","","","","chr12:133071245-133071535",3,"",NA,"",NA,"","","FBRSL1","NM_001142641","Body"
"9745","cg03996670","5",20305429,"R","CDH18","NM_001291956","5'UTR","chr5:20305562-20305936","N_Shore","RP11-420O16.1","ENST00000513573.1","TSS1500","RP11-420O16.1","ENST00000513573.1","TSS1500","",NA,"chr5:20305363-20306114",6,"",NA,"","","CDH18","NM_001291956","5'UTR"
"9746","cg08439930","16",51185060,"R","SALL1","NM_001127892","TSS1500","chr16:51183699-51188763","Island","SALL1","ENST00000440970.1","TSS1500","SALL1","ENST00000440970.1","TSS1500","chr16:51183725-51186475",3,"",NA,"",NA,"","","SALL1","NM_001127892","TSS1500"
"9747","cg08403171","3",125901360,"F","ALDH1L1","NM_001270364","TSS1500","chr3:125898662-125899568","S_Shore","ALDH1L1","ENST00000273450.3","TSS1500","ALDH1L1","ENST00000273450.3","TSS1500","",NA,"",NA,"",NA,"","","ALDH1L1","NM_001270364","TSS1500"
"9748","cg12288551","7",50801220,"R","GRB10","NM_001001555","5'UTR","","","GRB10","ENST00000398812.2","TSS1500","GRB10","ENST00000398812.2","TSS1500","",NA,"",NA,"",NA,"","","GRB10","NM_001001555","5'UTR"
"9749","cg01820751","7",27162051,"F","HOXA3","NM_153631","5'UTR","chr7:27163819-27164098","N_Shore","HOXA-AS2","ENST00000517635.2","5'UTR","HOXA-AS2","ENST00000517635.2","5'UTR","chr7:27161900-27162830",3,"",NA,"",NA,"","","HOXA3","NM_153631","5'UTR"
"9750","cg05585115","1",2999454,"R","PRDM16","NM_199454","Body","chr1:2999727-2999978","N_Shore","","","","","","","",NA,"chr1:2992237-3003395",6,"",NA,"","","PRDM16","NM_199454","Body"
"9751","cg02016838","11",109963531,"R","ZC3H12C","NM_033390","TSS1500","chr11:109963240-109964677","Island","ZC3H12C","ENST00000278590.3","TSS1500","ZC3H12C","ENST00000278590.3","TSS1500","chr11:109963365-109963630",3,"",NA,"",NA,"high-CpG:109468734-109468914","","ZC3H12C","NM_033390","TSS1500"
"9752","cg09168066","17",7579705,"F","TP53","NM_000546","Body","","","TP53","ENST00000574684.1","TSS1500","TP53","ENST00000574684.1","TSS1500","",NA,"chr17:7579273-7580136",4,"",NA,"","","TP53","NM_000546","Body"
"9753","cg25682399","15",25137649,"R","SNRPN","NM_022808","5'UTR","","","snoU13","ENST00000459185.1","TSS1500","snoU13","ENST00000459185.1","TSS1500","",NA,"",NA,"",NA,"","","SNRPN","NM_022808","5'UTR"
"9754","cg12408250","1",3121727,"R","PRDM16","NM_022114","Body","","","","","","","","","",NA,"chr1:3117903-3124970",6,"",NA,"","","PRDM16","NM_022114","Body"
"9755","cg23549682","20",42193485,"R","SGK2","NM_001199264","TSS1500","","","SGK2","ENST00000423407.3","TSS1500","SGK2","ENST00000412111.1","TSS1500","",NA,"chr20:42192813-42194265",6,"",NA,"","","SGK2","NM_001199264","TSS1500"
"9756","cg20973720","15",79383167,"R","RASGRF1","NM_001145648","5'UTR","chr15:79381804-79384209","Island","RASGRF1","ENST00000558480.2","TSS200","RASGRF1","ENST00000558480.2","TSS200","chr15:79382245-79383715",3,"",NA,"",NA,"high-CpG:77169921-77170271","","RASGRF1","NM_001145648","5'UTR"
"9757","cg16827459","9",129377269,"R","LMX1B","NM_002316","Body","chr9:129372737-129378106","Island","RP11-123K19.1","ENST00000425370.1","TSS1500","RP11-123K19.1","ENST00000425370.1","TSS1500","chr9:129376060-129377975",3,"",NA,"",NA,"","","LMX1B","NM_002316","Body"
"9758","cg01857012","11",314360,"R","IFITM1","NM_003641","Body","chr11:315739-316539","N_Shore","IFITM1","ENST00000525554.1","TSS200","IFITM1","ENST00000525554.1","TSS200","chr11:313805-314655",3,"",NA,"",NA,"","","IFITM1","NM_003641","Body"
"9759","cg11552981","4",1357584,"R","KIAA1530","NM_020894","Body","","","KIAA1530","ENST00000296312.5","5'UTR","KIAA1530","ENST00000296312.5","5'UTR","chr4:1357325-1357715",3,"",NA,"",NA,"","","KIAA1530","NM_020894","Body"
"9760","cg13497616","1",3154315,"F","PRDM16","NM_199454","Body","chr1:3155160-3155361","N_Shore","PRDM16","ENST00000512462.1","TSS200","PRDM16","ENST00000512462.1","TSS200","",NA,"chr1:3149650-3156130",6,"",NA,"","","PRDM16","NM_199454","Body"
"9761","cg09008589","7",42214329,"R","GLI3","NM_000168","Body","","","","","","","","","",NA,"",NA,"",NA,"","","GLI3","NM_000168","Body"
"9762","cg15131616","5",5271951,"R","ADAMTS16","NM_139056","Body","","","","","","ADAMTS16","ENST00000433402.2","5'UTR","chr5:5271385-5272455",3,"",NA,"",NA,"","","ADAMTS16","NM_139056","Body"
